Year,Region,Species,Latitude,Latitude_std_err,Longitude,Longitude_std_err,Depth,Depth_std_err
2013,West Coast Annual,Acantholithodes hispidus,44.67590250907,1.32776023010855,-124.612200545565,0.157080328658995,133.050256833529,16.3183155176314
2014,West Coast Annual,Acantholithodes hispidus,44.7712268732289,0.738801145076373,-124.675208802234,0.126539309545845,218.991387590082,43.0999347525181
2015,West Coast Annual,Acantholithodes hispidus,44.4323189800477,0.0328438598249399,-124.404823301765,0.125244690944911,98.3841676785603,27.2939064481285
2004,West Coast Annual,Actinauge verrilli,44.767750390813,0.681352240983393,-124.726827452847,0.0668696957848555,345.264680498977,78.809275238082
2005,West Coast Annual,Actinauge verrilli,44.7235750735115,0.661487708194472,-124.653242947017,0.0841493073374739,348.799933719207,20.038491208663
2006,West Coast Annual,Actinauge verrilli,44.4138131085936,1.0083033842303,-124.69163692361,0.10881354473761,336.278824658561,48.9765678934557
2007,West Coast Annual,Actinauge verrilli,44.3291483345049,0.512169001956592,-124.709029484414,0.0560803956101663,351.046379179226,3.22014748456281
2008,West Coast Annual,Actinauge verrilli,43.8579615164921,0.507597378900407,-124.599462553587,0.0713056045814358,238.268388424768,79.1925657938291
2009,West Coast Annual,Actinauge verrilli,45.2240258824584,0.36914916277061,-124.589931296329,0.0715199828860455,340.39163593657,47.3914587036776
2010,West Coast Annual,Actinauge verrilli,44.7054347826087,NA,-124.733144122754,NA,352.089855072464,NA
2011,West Coast Annual,Actinauge verrilli,45.0525126604245,0.288352196479156,-124.612948913244,0.0998581439025869,356.374536016098,3.55971163902586
2012,West Coast Annual,Actinauge verrilli,44.9136428598926,0.445056628814169,-124.700182834628,0.0688083983476085,345.432697629448,28.2486007038697
2013,West Coast Annual,Actinauge verrilli,45.117693002842,0.487773334862122,-124.574758484335,0.0803701109772899,356.663770144929,10.9342277967581
2014,West Coast Annual,Actinauge verrilli,45.6208908247944,0.493978474201864,-124.570415381837,0.0471192379102464,286.619006886623,77.5219917617449
2015,West Coast Annual,Actinauge verrilli,46.2535749696093,1.45303560358262,-124.76959453215,0.353248893564022,288.173554128432,106.252453382908
2003,West Coast Annual,Actiniaria spp.,41.078875456377,0.571422413447107,-123.879186530222,0.132629730928352,124.138265182234,12.4223574660191
2004,West Coast Annual,Actiniaria spp.,42.2028434314661,0.694278259869471,-124.23249418529,0.132848567373208,180.377875223666,24.2692987675084
2005,West Coast Annual,Actiniaria spp.,44.5078563790624,0.961560809106314,-124.223902432335,0.243244272906619,154.465380112113,30.3181901209382
2006,West Coast Annual,Actiniaria spp.,43.9994695206465,0.602764268649395,-124.306393663254,0.081502578420365,133.430593677256,18.3037503831882
2007,West Coast Annual,Actiniaria spp.,37.6821625342167,2.74279487909291,-122.833856193519,0.808958329962854,79.7137831440623,64.3908472112647
2008,West Coast Annual,Actiniaria spp.,43.6215075995829,0.857527481022444,-124.426517538951,0.0791734999859201,170.582725165692,21.808057692505
2009,West Coast Annual,Actiniaria spp.,44.7256999079345,0.58996526893973,-124.624634492919,0.0667589899678007,185.997885748945,31.6200560220994
2010,West Coast Annual,Actiniaria spp.,45.0801156504353,0.655859954838392,-124.476750832255,0.132125287212898,273.885453004786,39.6831474658412
2011,West Coast Annual,Actiniaria spp.,44.6232412610393,1.07664551945218,-124.254867539047,0.278051461166576,136.106813019654,9.46168254210215
2012,West Coast Annual,Actiniaria spp.,43.473519714495,1.61423924689014,-124.075808660962,0.33523038262644,137.563828389753,16.3297720450965
2013,West Coast Annual,Actiniaria spp.,43.7275870636972,0.692117953051042,-124.450031652442,0.131375201482263,186.121431660367,27.9360675257984
2014,West Coast Annual,Actiniaria spp.,38.8224114675214,1.75532273170875,-123.114167414711,0.420998597054736,97.9864907228932,38.0854347787932
2015,West Coast Annual,Actiniaria spp.,45.109504770641,1.40130525290358,-124.449915255582,0.217228940492835,199.110421582169,26.5385992975852
2003,West Coast Annual,Agonopsis vulsa,47.8389974074189,0.344058676625554,-125.081530865334,0.156056888609001,146.710770809389,0.00630477368800086
2005,West Coast Annual,Agonopsis vulsa,44.433843158719,0.0328438598249399,-124.399011095537,0.125244690944911,97.1175446237037,27.2939064481285
2006,West Coast Annual,Agonopsis vulsa,45.3207541220773,0.586387330668462,-124.325338992092,0.0105631389262079,105.656708527123,25.1504280588613
2007,West Coast Annual,Agonopsis vulsa,45.0774349461846,0.541726832891178,-124.54082758433,0.0605820632158646,149.788381678174,20.5189547486152
2008,West Coast Annual,Agonopsis vulsa,43.2491024378374,2.21399661076236,-124.121493462248,0.513347632329408,125.946092975481,19.5326925060264
2009,West Coast Annual,Agonopsis vulsa,45.5015247812941,1.52294561334547,-124.637236774462,0.331964066713405,101.36697309925,24.7219604432755
2010,West Coast Annual,Agonopsis vulsa,46.8629550541415,0.948051007828802,-124.650211773129,0.413064419267485,124.837025707255,32.5570199778024
2011,West Coast Annual,Agonopsis vulsa,45.5850908588059,0.754913993858465,-124.599225300281,0.098561614681839,132.484144413394,11.7933510552871
2012,West Coast Annual,Agonopsis vulsa,43.3765283642064,1.51708035785158,-124.194816073323,0.342342151290333,122.974412049465,14.312440171563
2013,West Coast Annual,Agonopsis vulsa,43.5443667462297,0.0462595533813577,-124.515007124944,0.0710476694533924,127.562976800984,28.5493220338983
2014,West Coast Annual,Agonopsis vulsa,41.9981335041305,3.40713805404568,-123.945808490993,0.881452606759851,113.560237661239,28.0088484591633
2015,West Coast Annual,Agonopsis vulsa,44.5363887331433,1.72635297714885,-124.544899177991,0.395681969815373,129.30763120216,14.2644978648136
2003,West Coast Annual,Allosmerus elongatus,40.5716951336014,0.479078522937461,-124.401206391213,0.156744662838864,136.61161740975,16.9415012415728
2004,West Coast Annual,Allosmerus elongatus,40.044410779308,1.28249971965742,-123.722009793879,0.304630152134006,114.567077006921,13.6496953447928
2005,West Coast Annual,Allosmerus elongatus,41.9576290137787,1.23140749896845,-124.304278144187,0.150053920120335,82.2632059283098,7.60418973436269
2006,West Coast Annual,Allosmerus elongatus,39.6812619610224,1.58033525752497,-123.685233901393,0.475283277108246,85.8092088169577,8.60430321190294
2007,West Coast Annual,Allosmerus elongatus,40.948922977038,1.22007163109436,-124.124089143981,0.399929752655662,81.8132965929191,9.74739536069271
2008,West Coast Annual,Allosmerus elongatus,40.6738602865248,1.89935625271301,-123.676734449536,0.313198848572566,81.9093659882005,1.31503611906227
2009,West Coast Annual,Allosmerus elongatus,44.1695442591164,0.543299719946963,-124.334997502854,0.091746395574216,87.1323434484071,13.085581768284
2010,West Coast Annual,Allosmerus elongatus,45.9504495009177,1.22096279718374,-124.53258672362,0.231262433917751,110.913058770791,15.7384881504049
2011,West Coast Annual,Allosmerus elongatus,42.4288135138565,1.28265735188877,-124.195989893957,0.282858476788842,110.598543439127,12.579842258721
2012,West Coast Annual,Allosmerus elongatus,41.7861230000598,0.928283600292079,-124.166644013019,0.230223020567173,105.320694413779,11.4056683812238
2013,West Coast Annual,Allosmerus elongatus,44.2718701706406,0.922914469478242,-124.522729090871,0.214209840529701,130.703313540295,10.0772371044502
2014,West Coast Annual,Allosmerus elongatus,45.4131647748039,0.554728173037213,-124.54567475949,0.0489245671875575,138.643156603904,4.96987386961903
2015,West Coast Annual,Allosmerus elongatus,46.880995054391,0.542245577197936,-124.725820843053,0.117864297602044,107.023254420357,10.8471038195738
2003,West Coast Annual,Alosa sapidissima,44.0544907925726,0.779390186095406,-124.464877700497,0.128945515706023,135.219084206061,4.28222695139746
2004,West Coast Annual,Alosa sapidissima,44.0317220551938,0.553846708874141,-124.482270103491,0.0865830106184272,132.024319015327,5.62698053467097
2005,West Coast Annual,Alosa sapidissima,43.4846476222449,0.7407495395995,-124.300566080813,0.141501137994256,124.016255808229,5.92725065935298
2006,West Coast Annual,Alosa sapidissima,43.0934041030297,0.854777983537094,-124.094287262319,0.185884625854874,116.462619688003,6.83070097196464
2007,West Coast Annual,Alosa sapidissima,44.0112129849756,0.963169251810669,-124.359083000455,0.173652795085829,131.069678739048,6.30900757048343
2008,West Coast Annual,Alosa sapidissima,43.924413588522,1.16439741293889,-124.239835493215,0.224859569780342,114.272289963522,8.38922313197611
2009,West Coast Annual,Alosa sapidissima,43.8235764972807,0.984375528921035,-124.275764953967,0.172878758417238,121.661232009458,8.95611973426699
2010,West Coast Annual,Alosa sapidissima,46.187214962365,0.63122396055641,-124.606938009039,0.112585135328252,132.054465307062,9.37665410166092
2011,West Coast Annual,Alosa sapidissima,43.6451740970868,0.847246612981134,-124.512521869618,0.10583237942365,134.294878105446,5.862699208456
2012,West Coast Annual,Alosa sapidissima,42.449128827078,1.1596427786379,-124.05018622078,0.224848603177723,124.426322929938,9.53052142129077
2013,West Coast Annual,Alosa sapidissima,42.8314782124902,1.40753444532126,-124.079091369678,0.271553705314959,124.730936139942,10.8589952144178
2014,West Coast Annual,Alosa sapidissima,45.2859461115617,0.837554026684398,-124.45958304622,0.160473103660555,143.84949661849,9.75651131591912
2015,West Coast Annual,Alosa sapidissima,44.5318871912563,0.673572295646526,-124.531036818419,0.110708726031545,143.622627174117,7.49052052065474
2005,West Coast Annual,Anisodoris nobilis,38.8355229036819,5.30604712591431,-123.091147343335,1.21906337998403,85.4559721313769,34.7479689248798
2006,West Coast Annual,Anisodoris nobilis,43.5841892692848,0.447304731441072,-124.535509633029,0.113530600334229,136.608130130104,29.7401631553937
2007,West Coast Annual,Anisodoris nobilis,45.3178389026362,0.534309191513987,-124.523073031986,0.0903336976701169,147.408452768552,12.11088119369
2008,West Coast Annual,Anisodoris nobilis,43.1592482914073,2.06333113042517,-124.01471391449,0.641692782913631,79.6853705024958,1.10512619588837
2009,West Coast Annual,Anisodoris nobilis,46.0343333583913,2.32891776816642,-124.441799086605,0.448434814278437,101.237488167634,23.0834614477563
2010,West Coast Annual,Anisodoris nobilis,43.4994140621875,NA,-124.707634548125,NA,244.275,NA
2011,West Coast Annual,Anisodoris nobilis,42.899382251115,0.882431355067023,-124.621017569715,0.0404818026637111,138.815319033797,12.7033973458425
2012,West Coast Annual,Anisodoris nobilis,46.2850480162086,0.637910539277383,-124.506840156111,0.132740042110533,144.468107544094,58.7524438734698
2013,West Coast Annual,Anisodoris nobilis,44.9277397132329,2.75931731575534,-124.43589605319,0.508985039889424,159.28120977414,40.6865971625212
2014,West Coast Annual,Anisodoris nobilis,36.6896150094737,NA,-121.979376218596,NA,82.1684210526316,NA
2015,West Coast Annual,Anisodoris nobilis,48.1769584040465,0.336358731415143,-125.230908041485,0.2695652074108,145.579087169614,33.6384603021537
2003,West Coast Annual,Anoplopoma fimbria,43.7869942815997,0.540383486605385,-124.588075439031,0.0469800103122799,178.076821530257,13.7212392988981
2004,West Coast Annual,Anoplopoma fimbria,41.2385937014879,0.797564349926238,-123.862622957502,0.182816948086154,168.43249497552,13.3128585809276
2005,West Coast Annual,Anoplopoma fimbria,42.9064166354879,0.542960656728397,-124.478338732843,0.097854634667385,220.206812564291,13.3635099250849
2006,West Coast Annual,Anoplopoma fimbria,43.544772280603,0.492050999484621,-124.575000104096,0.0766560606540747,215.228216238764,15.1118748178105
2007,West Coast Annual,Anoplopoma fimbria,43.5420107111892,0.524968340965332,-124.529658696552,0.0690593373711684,204.133593151946,15.1009331871969
2008,West Coast Annual,Anoplopoma fimbria,43.8024200769518,0.518427067904346,-124.556544326877,0.0888570898441305,213.28843934676,14.8523468997984
2009,West Coast Annual,Anoplopoma fimbria,43.4592204037734,0.43346958334283,-124.484258512161,0.0697254461843174,188.262841692527,14.6851551677054
2010,West Coast Annual,Anoplopoma fimbria,43.9879152311697,0.511268679141412,-124.578572634274,0.0841212329014036,198.886713753209,14.2839476820231
2011,West Coast Annual,Anoplopoma fimbria,43.7228224336943,0.574264818688789,-124.481522055258,0.0900020306723788,232.478744385637,16.3056442153803
2012,West Coast Annual,Anoplopoma fimbria,43.3424802085363,0.652911179741279,-124.396447928389,0.117631394149026,247.093399221328,17.8496199921961
2013,West Coast Annual,Anoplopoma fimbria,43.0759955210786,0.522829137808116,-124.472436283235,0.0915637818046023,246.444551169798,16.6717563057083
2014,West Coast Annual,Anoplopoma fimbria,43.3224693497834,0.694565156992599,-124.325085731246,0.134017981415953,207.2002454564,16.3375565500811
2015,West Coast Annual,Anoplopoma fimbria,44.5053638684005,0.588570585458421,-124.624138695089,0.0918714245144546,214.832913409945,16.4471921095552
2003,West Coast Annual,Anthoptilum grandiflorum,44.7738297967977,0.445873468286017,-124.551255770003,0.0156381203398439,230.395431386388,112.991573848625
2004,West Coast Annual,Anthoptilum grandiflorum,45.8925192539782,0.542509938964712,-124.661181245345,0.0630738273634406,286.797091673194,46.4766567941763
2005,West Coast Annual,Anthoptilum grandiflorum,45.218236736194,0.218898448505812,-124.538934474779,0.0972307639594767,325.515280942672,60.4033545373662
2006,West Coast Annual,Anthoptilum grandiflorum,44.638860597366,0.433323054229432,-124.694087142568,0.0661535124496794,352.716687872902,3.10333095980824
2007,West Coast Annual,Anthoptilum grandiflorum,47.1483414639721,1.2956879519377,-125.030517213191,0.212897984559767,278.827164111872,43.3344647127515
2008,West Coast Annual,Anthoptilum grandiflorum,43.0353096727711,2.77412594161798,-123.933055139714,0.854469985897553,288.853074711237,90.2234053983636
2009,West Coast Annual,Anthoptilum grandiflorum,44.7894263461669,0.169812030108262,-124.627401021745,0.0654792459742699,281.908278249398,46.7304808526925
2010,West Coast Annual,Anthoptilum grandiflorum,45.3572595194133,0.873284024598529,-124.565232610865,0.177401402446218,352.930815351287,37.8023260610321
2011,West Coast Annual,Anthoptilum grandiflorum,45.1299324427707,0.257717542524261,-124.479005416508,0.081814275458674,209.194159123194,46.2266957246326
2012,West Coast Annual,Anthoptilum grandiflorum,45.081176176837,0.24921348978333,-124.58711193801,0.105961835986295,325.2337329488,53.6512540642039
2013,West Coast Annual,Anthoptilum grandiflorum,44.8104566959469,0.367761481552672,-124.498301390892,0.0921821965999777,241.890432378627,67.0787238240853
2014,West Coast Annual,Anthoptilum grandiflorum,45.0322183215511,0.288352196479156,-124.619976967951,0.0998581439025869,356.124002137126,3.55971163902586
2015,West Coast Annual,Anthoptilum grandiflorum,45.4960038195149,0.501878621382881,-124.524053612849,0.0777108245726516,320.800644987604,95.780693349077
2003,West Coast Annual,Apristurus brunneus,44.109847598554,0.868807950857309,-124.68068423831,0.0974686000906944,227.478702826377,27.45809918471
2004,West Coast Annual,Apristurus brunneus,42.5759912725472,0.46549948525614,-124.61132382942,0.0615112924079757,238.356172986564,10.7170484246442
2005,West Coast Annual,Apristurus brunneus,42.8266809707207,0.985395294448144,-124.449980273387,0.228037278437667,278.273255677995,34.779018359591
2006,West Coast Annual,Apristurus brunneus,42.5193103073909,0.562557893499012,-124.572386433692,0.0897222780522106,284.521346534036,26.7857242572717
2007,West Coast Annual,Apristurus brunneus,41.7001101695244,0.932148330277638,-124.544978248886,0.0665708028745746,265.721706994145,26.8417435977906
2008,West Coast Annual,Apristurus brunneus,42.9289267458583,1.03040745906237,-124.306186015927,0.231993632228947,282.928403320736,34.5423256347669
2009,West Coast Annual,Apristurus brunneus,42.0305548315982,1.15926625070661,-124.379710576417,0.196660879879492,276.040563334394,17.4540991903559
2010,West Coast Annual,Apristurus brunneus,43.7879086751206,0.810217549070244,-124.59631869944,0.117421658554917,319.04865129386,31.0454553192428
2011,West Coast Annual,Apristurus brunneus,42.407339271357,1.52079260987961,-124.27661924478,0.293124910710044,266.060712915236,53.1186089286053
2012,West Coast Annual,Apristurus brunneus,41.9075649447113,1.12386194069965,-124.054430739123,0.216384452498505,216.623035092392,38.5230040580517
2013,West Coast Annual,Apristurus brunneus,41.8678089948758,0.895957654321187,-124.544975116718,0.0616613465516091,235.473176346511,40.4793272806374
2014,West Coast Annual,Apristurus brunneus,42.5255230718283,1.11878542999548,-124.419106294433,0.294813771428803,252.148565167089,34.0139804370373
2015,West Coast Annual,Apristurus brunneus,41.6528810784448,0.682389487174456,-124.516678585972,0.114351058530791,238.323652326966,21.9091795313011
2003,West Coast Annual,Argentina sialis,37.5320819489322,0.490473728217967,-122.949304015989,0.288591696619626,123.653875513238,5.02693772401435
2004,West Coast Annual,Argentina sialis,37.9913325150979,0.490473728217967,-123.219524197904,0.288591696619626,128.360802435137,5.02693772401434
2005,West Coast Annual,Argentina sialis,38.3753028432998,0.490473728217967,-123.445449955171,0.288591696619626,132.296171073032,5.02693772401435
2006,West Coast Annual,Argentina sialis,37.6581669613891,0.490473728217967,-123.023491654531,0.288591696619626,124.946139439087,5.02693772401435
2007,West Coast Annual,Argentina sialis,37.4707908950694,NA,-122.913240740417,NA,123.025694444444,NA
2008,West Coast Annual,Argentina sialis,37.4362731033619,0.390587942797879,-122.871976101247,0.466932260910092,121.220335525048,20.4286366959065
2009,West Coast Annual,Argentina sialis,38.4517383515054,NA,-123.490424133656,NA,133.079569892473,NA
2010,West Coast Annual,Argentina sialis,38.1114095424648,0.490473728217967,-123.290176775318,0.288591696619626,129.591489633922,5.02693772401435
2011,West Coast Annual,Argentina sialis,37.4707908950694,NA,-122.913240740417,NA,123.025694444444,NA
2013,West Coast Annual,Argentina sialis,37.2336691798733,0.390587942797879,-122.629771215489,0.466932260910092,110.623690076998,20.4286366959064
2014,West Coast Annual,Argentina sialis,37.5336266919997,1.6409128845147,-122.869540300587,0.46066490116512,119.697723828277,16.7557194135226
2015,West Coast Annual,Argentina sialis,36.8415483682466,1.41044514088221,-122.085534109082,0.985497075892233,85.2653833957043,28.7500751879699
2003,West Coast Annual,Asterozoa spp.,40.884250913176,0.503812994564497,-124.445962931381,0.095499489612227,235.345125431968,13.5327056636104
2004,West Coast Annual,Asterozoa spp.,42.5164051150535,3.00622696906025,-123.656180583425,0.839787678324628,121.237114506459,23.7002285246471
2005,West Coast Annual,Asterozoa spp.,43.9120403607814,0.61824169680435,-124.518855089256,0.166981783626817,178.156818808734,135.534927536232
2007,West Coast Annual,Asterozoa spp.,46.5676614433333,NA,-124.352948717692,NA,78.7111111111111,NA
2008,West Coast Annual,Asterozoa spp.,48.1882103827322,NA,-125.239925622076,NA,146.704371584699,NA
2009,West Coast Annual,Asterozoa spp.,41.9618843632883,1.24812266863667,-124.405142961377,0.229402897893744,132.87835492576,17.3362598305455
2010,West Coast Annual,Asterozoa spp.,37.1592062780676,0.880395254924545,-122.364830753078,0.351401777609068,98.2736775012744,14.0638656266732
2011,West Coast Annual,Asterozoa spp.,43.4831207695528,1.84933599983004,-124.246832518937,0.282370716698116,140.10650959792,4.49163909378425
2012,West Coast Annual,Asterozoa spp.,38.0840752919233,0.927466881445929,-123.162019914623,0.333274955456525,180.136320052257,91.2335231712383
2013,West Coast Annual,Asterozoa spp.,41.5533189834296,1.91569458778351,-124.456342612949,0.0396028059742264,247.862816862916,57.2046391752578
2004,West Coast Annual,Astropecten verilli,38.932241640993,1.07718162449955,-123.34744111046,0.299125841193017,103.277861022638,13.1439562969051
2005,West Coast Annual,Astropecten verilli,40.906943935602,1.73584662981821,-124.069822251361,0.584845068063781,126.478386214292,15.9581933634472
2006,West Coast Annual,Astropecten verilli,38.0578923950614,0.279261894090858,-123.197754953828,0.195637732680052,112.328139839924,15.703229452853
2007,West Coast Annual,Astropecten verilli,40.9199936172137,2.11527998138253,-123.76863181159,0.519982468734768,172.770689386454,41.6519088997214
2008,West Coast Annual,Astropecten verilli,38.1188131376191,0.40148527717434,-123.139003081539,0.261435094547374,107.270351020127,10.671214051656
2009,West Coast Annual,Astropecten verilli,37.2768993577885,0.570801004697406,-122.450461373877,0.445744817810427,81.7570684857576,1.49402424544412
2010,West Coast Annual,Astropecten verilli,37.6578332297624,0.280163664161209,-122.985708472511,0.1802790373189,114.778062854969,15.7067569662791
2011,West Coast Annual,Astropecten verilli,37.5598868340038,0.0526626179170861,-122.818970656843,0.0557209391541136,84.26829855557,22.9086303547523
2012,West Coast Annual,Astropecten verilli,37.5761161309036,NA,-122.801798862108,NA,77.2084337349398,NA
2013,West Coast Annual,Astropecten verilli,37.4707908950694,NA,-122.913240740417,NA,123.025694444444,NA
2014,West Coast Annual,Astropecten verilli,37.5053733714208,0.0526626179170861,-122.876649926348,0.0557209391541136,107.982060101526,22.9086303547523
2015,West Coast Annual,Astropecten verilli,37.4068440371145,0.297309155871658,-122.664021525484,0.284060711443439,82.3202039216683,11.5434682508845
2003,West Coast Annual,Atheresthes stomias,43.4847277753528,0.681061931821872,-124.652366398006,0.0674516170934761,209.447900805695,12.0350847437791
2004,West Coast Annual,Atheresthes stomias,46.0302953730677,0.405341159533006,-124.824438397605,0.0578769607846597,187.769068059038,11.7961772570129
2005,West Coast Annual,Atheresthes stomias,46.2714887439497,0.436527802753474,-124.864416702817,0.0627718575222463,179.547993653681,12.2487125692213
2006,West Coast Annual,Atheresthes stomias,45.2671329691953,0.495841220093061,-124.752175695317,0.0646946625786607,187.303747170272,13.1960928613436
2007,West Coast Annual,Atheresthes stomias,45.7862458536011,0.406799873595023,-124.753126746184,0.0573131865228252,189.362617859996,13.0999327976449
2008,West Coast Annual,Atheresthes stomias,45.8730159455171,0.428469146339155,-124.777314768529,0.0598458683271676,168.436107023897,11.935921659172
2009,West Coast Annual,Atheresthes stomias,45.8953790138302,0.441379808105523,-124.833551628383,0.0581160674752994,193.423815983649,12.6117384322744
2010,West Coast Annual,Atheresthes stomias,45.883406090056,0.481686619337031,-124.831930176713,0.0585397157604882,199.372941978107,12.0495102640695
2011,West Coast Annual,Atheresthes stomias,45.5079950788419,0.44811232602262,-124.752145896533,0.0503870434971285,212.103865789612,13.4131634472296
2012,West Coast Annual,Atheresthes stomias,45.4262704272276,0.447988723319769,-124.671475124961,0.0589157332794426,199.438281711843,13.3524148640184
2013,West Coast Annual,Atheresthes stomias,45.4975262117971,0.560580528887351,-124.802827234497,0.0739042749986937,185.292020140719,12.1645984286434
2014,West Coast Annual,Atheresthes stomias,45.5347258005794,0.453594912627478,-124.749412212058,0.0669628115726089,236.904401116378,15.6020467651503
2015,West Coast Annual,Atheresthes stomias,45.0746781837948,0.510876727227699,-124.723268944655,0.0687260013822943,204.968101156439,13.7405658522752
2003,West Coast Annual,Bathyagonus nigripinnis,45.8641288937111,1.21726050940561,-124.742815698537,0.241557220324534,261.378276762263,80.7040446649658
2004,West Coast Annual,Bathyagonus nigripinnis,43.6532380888752,3.41520041203082,-124.284694282377,0.521501850646267,305.282292610085,113.064854229021
2005,West Coast Annual,Bathyagonus nigripinnis,45.3206585383495,0.150277325727607,-124.50635826201,0.105607744674231,332.506472066973,104.17686139748
2006,West Coast Annual,Bathyagonus nigripinnis,47.390372833323,1.10897692695706,-124.908302020138,0.197192004955021,157.228785285147,106.24614860922
2007,West Coast Annual,Bathyagonus nigripinnis,44.6550468543787,0.447354428767771,-124.496346972889,0.0693382422584374,216.123690085392,43.7260656418627
2008,West Coast Annual,Bathyagonus nigripinnis,45.8543912450061,0.622998551465863,-124.645086267886,0.131897551729532,275.67207938357,64.2377550906642
2009,West Coast Annual,Bathyagonus nigripinnis,45.0450988294131,0.234483368649043,-124.59457357879,0.062469008672599,331.162083220911,37.7197261092419
2010,West Coast Annual,Bathyagonus nigripinnis,44.9891242183615,0.288352196479156,-124.634900721646,0.0998581439025869,355.592004869304,3.55971163902586
2011,West Coast Annual,Bathyagonus nigripinnis,45.0689134077872,0.244226342481112,-124.583884156296,0.0593406990228463,328.526544954955,41.4159702002135
2012,West Coast Annual,Bathyagonus nigripinnis,44.9034214410987,1.33950077460169,-124.562315816514,0.10217497138941,342.759476841954,58.1819119025304
2013,West Coast Annual,Bathyagonus nigripinnis,45.690008575174,0.777056363478969,-124.662227096747,0.125231845073843,308.52111947263,67.9049991355935
2014,West Coast Annual,Bathyagonus nigripinnis,43.5862442676943,1.51038743562795,-124.236319836161,0.329703569903775,241.176460150973,51.4798363423804
2015,West Coast Annual,Bathyagonus nigripinnis,43.9503300152012,0.637307251862447,-124.676720772829,0.060874181160943,276.103355618498,44.139982821145
2003,West Coast Annual,Bathyagonus pentacanthus,47.2817454950433,0.56560717613563,-124.891750050497,0.0859186417375267,165.182279311511,47.0896360150253
2004,West Coast Annual,Bathyagonus pentacanthus,43.7321686505512,1.70751154960524,-124.275606945238,0.370010684382803,215.275669867746,44.7086620606099
2005,West Coast Annual,Bathyagonus pentacanthus,42.0992891676126,1.1388084107868,-124.51944676244,0.046429692235063,252.055799047826,31.2068331927364
2006,West Coast Annual,Bathyagonus pentacanthus,43.7185102596389,0.306369890961296,-124.609301122539,0.0575313036596998,185.86061717975,39.732480127267
2007,West Coast Annual,Bathyagonus pentacanthus,45.5522528520468,1.16693919358641,-124.812494023707,0.123064422201139,219.293593711141,39.7380614085058
2008,West Coast Annual,Bathyagonus pentacanthus,40.6353615557279,1.92146110180997,-123.449844572274,0.684900414351883,174.905680249206,51.8923969515164
